year,songtitle,artistname,songID,artistID,timesignature,timesignature_confidence,loudness,tempo,tempo_confidence,key,key_confidence,energy,pitch,timbre_0_min,timbre_0_max,timbre_1_min,timbre_1_max,timbre_2_min,timbre_2_max,timbre_3_min,timbre_3_max,timbre_4_min,timbre_4_max,timbre_5_min,timbre_5_max,timbre_6_min,timbre_6_max,timbre_7_min,timbre_7_max,timbre_8_min,timbre_8_max,timbre_9_min,timbre_9_max,timbre_10_min,timbre_10_max,timbre_11_min,timbre_11_max,Top10
2007,The Ancient Rivalry,Dying Fetus,SOIAGXH131343A29EF,ARGWPP11187B9AEF43,4,0.185,-5.22,114.053,0.095,10,0.395,0.984822915,0.025,2.5340000000000003,56.386,12.870999999999999,179.28,-169.174,50.184,-96.12100000000001,406.856,-66.389,65.107,-108.00200000000001,14.212,-80.96600000000001,40.624,-50.393,90.335,-55.73,25.698,-70.564,45.953,-59.833,55.231,-40.692,38.927,0
1991,Too Good to Be True,Tom Petty and the Heartbreakers,SOWOEGG12AF72A51AC,ARF4L041187FB4D318,4,1.0,-9.359,135.569,0.8,0,0.0,0.8104333440000001,0.02,0.726,54.446000000000005,-81.045,220.912,-113.925,137.501,-146.38299999999998,97.764,-34.618,88.196,-72.303,182.69400000000002,-61.147,53.714,-75.759,66.77,-55.338,43.6,-45.995,50.1,-48.482,30.348000000000003,-82.62799999999999,43.799,0
2007,Thug Commandments,J. Holiday,SONJDIU1316771778E,ARDV3AV1187FB551C9,4,1.0,-2.7939999999999996,78.65100000000001,0.925,7,0.787,0.737256501,0.003,15.629000000000001,57.092,-103.141,183.72,-163.594,94.96799999999999,-232.942,356.36699999999996,-44.397,135.542,-185.69099999999997,97.10700000000001,-70.172,66.112,-128.756,74.878,-64.645,55.801,-88.501,100.34299999999999,-89.221,75.47,-55.67,38.361999999999995,0
1998,Get with It!,MxPx,SODQCXO1315CD4CE81,ARBOG0H1187B99F775,4,1.0,-3.96,93.77,0.951,0,0.0,0.793817695,0.013999999999999999,0.141,57.018,22.891,216.06099999999998,-144.95,80.19800000000001,-203.422,163.684,-39.674,64.134,-112.477,214.843,-60.486000000000004,49.724,-84.42399999999999,97.816,-41.458,28.27,-37.611999999999995,59.555,-102.604,35.207,-30.764,42.316,0
2003,The Power and the Glory,Spiritualized,SOJCKOR12AF72A9228,ARDRJSP126E2B3BEF8,3,0.9109999999999999,-9.131,116.87100000000001,0.10400000000000001,9,0.401,0.492696188,0.006,0.0,56.445,-130.236,277.905,-130.286,120.676,-71.495,140.185,-60.468999999999994,125.775,-99.714,220.12,-88.851,40.705,-47.396,130.11,-47.236999999999995,41.339,-52.043,58.973,-46.633,67.707,-35.042,45.413000000000004,0
2005,My Problem Now,Spin Doctors,SOLHPLX1313438E027,ARVT9E11187B9AEC41,4,0.8170000000000001,-3.522,131.94799999999998,1.0,7,0.67,0.9402925740000001,0.035,0.0,58.373999999999995,-32.513000000000005,211.36700000000002,-101.38600000000001,95.103,-136.74200000000002,196.25400000000002,-43.178000000000004,93.098,-85.555,77.684,-80.265,56.129,-61.681000000000004,99.90700000000001,-59.574,44.622,-57.117,58.788000000000004,-60.595,69.191,-49.045,36.355,0
2001,Ghetto Birds,Mystic,SOKCRVN136A05FE432,ARPIT3A1187FB55A85,4,1.0,-7.854,94.01299999999999,0.486,5,0.016,0.552453051,0.004,3.109,54.222,-195.673,214.44799999999998,-205.11700000000002,168.864,-234.643,301.758,-75.839,109.333,-200.845,121.63,-116.18700000000001,131.996,-104.227,105.693,-81.962,70.46300000000001,-78.059,63.681000000000004,-89.307,57.754,-54.468,64.75399999999999,0
1998,Daily Routine,RZA,SOTOAKO1311AFE9D14,AROUGGS1187FB51CA1,4,0.961,-8.597000000000001,88.288,0.981,9,0.54,0.367043664,0.005,0.0,54.141000000000005,-173.271,400.44199999999995,-286.079,141.384,-346.231,429.615,-77.589,171.683,-205.065,207.748,-104.44,85.068,-144.67700000000002,161.816,-96.14299999999999,53.351000000000006,-120.92299999999999,123.749,-138.957,80.943,-65.117,41.456,0
2008,Ready When You Are,Trapt,SOHAURC1315CD47AA3,AR2TFDC1187FB45779,4,0.986,-6.14,136.013,0.537,9,0.755,0.617740673,0.006999999999999999,18.88,57.477,-120.771,169.392,-136.039,89.839,-184.84799999999998,144.317,-74.316,121.962,-100.26700000000001,239.99200000000002,-77.334,68.473,-91.568,108.365,-60.763000000000005,51.806000000000004,-52.647,83.851,-77.678,42.907,-49.077,60.148999999999994,0
2007,Spend That Money,Carmen Rasmusen,SOBQCHG130516E284A,ARX3OHB1187B996D49,4,1.0,-6.162999999999999,138.122,0.635,9,0.503,0.796196427,0.023,0.7240000000000001,56.174,-92.685,169.38299999999998,-138.464,128.22,-145.991,376.463,-60.85,104.178,-109.18,126.0,-81.196,80.868,-76.048,86.48299999999999,-60.622,42.506,-75.335,72.248,-82.18700000000001,48.163000000000004,-49.82,39.624,0
2000,Miami Nice,Elastica,SOUJARO1351CBE219A,ARUIIA21187B9B1019,4,1.0,-13.9,122.382,0.8759999999999999,10,0.604,0.331649959,0.006999999999999999,0.0,49.298,-151.209,171.12900000000002,-135.17700000000002,155.80200000000002,-112.97399999999999,86.387,-60.453,101.969,-69.813,34.048,-73.005,121.03200000000001,-69.434,50.896,-57.272,47.145,-64.854,39.544000000000004,-40.175,27.156999999999996,-27.369,82.24799999999999,0
1997,Society Trance,Ric Ocasek,SOKYLGB1311AFDC15E,ARW9QEL1187B9B9CCC,4,1.0,-8.411,96.09200000000001,0.626,4,0.034,0.465764265,0.01,1.784,57.026,-75.94800000000001,229.01,-142.97899999999998,54.242,-221.72400000000002,158.66899999999998,-82.05,65.756,-76.597,164.588,-39.114000000000004,79.14399999999999,-80.925,72.79,-93.448,77.123,-61.714,60.825,-78.316,23.279,-54.265,59.586999999999996,0
2007,I Had a Feeling,No Angels,SODWZVJ12AB018594E,AR4TSH71187FB3609B,4,1.0,-5.422999999999999,141.031,0.371,0,0.28300000000000003,0.899427258,0.001,0.535,57.373999999999995,-113.79299999999999,205.59599999999998,-114.05799999999999,100.60600000000001,-154.925,240.61700000000002,-56.231,120.884,-80.315,66.346,-127.854,58.695,-67.956,89.726,-69.317,59.36600000000001,-46.558,56.535,-68.169,35.31,-53.273,50.777,0
1999,Immigrant Song,Led Zeppelin,SOAAXAK12A8C13C030,ARDIBRT1187B9AF176,4,1.0,-11.294,113.17200000000001,1.0,11,0.17300000000000001,0.933390692,0.024,0.0,52.285,-28.732,185.97799999999998,-115.76899999999999,102.185,-130.047,279.193,-71.959,57.49100000000001,-74.334,59.45,-66.361,55.2,-54.085,98.16,-72.452,48.5,-58.875,55.153,-98.03200000000001,27.825,-34.405,31.425,0
2009,Dull Gold Heart,Band of Skulls,SOBFXEN1313439A250,ARONQXK122BCFC9386,4,0.85,-8.513,70.834,0.028999999999999998,7,0.802,0.39344888899999997,0.001,0.065,56.915,-230.32,178.03799999999998,-212.477,84.851,-226.44,153.02,-90.57600000000001,100.28,-95.585,138.865,-96.176,56.975,-101.54,85.47200000000001,-47.423,52.566,-84.257,52.501000000000005,-79.135,50.70399999999999,-33.116,44.781000000000006,0
2008,The Message ,eMC,SOAZZUZ12A8C13E4C3,ARZ6VT31187FB44B16,3,0.7140000000000001,-19.564,91.859,0.094,4,0.184,0.21305119600000003,0.012,7.125,43.88399999999999,-162.004,273.339,-42.745,217.297,-194.47299999999998,265.171,-43.76,102.165,-60.18600000000001,218.56900000000002,-116.537,22.768,-122.48899999999999,88.39299999999999,-64.512,48.07899999999999,-60.68899999999999,111.605,-129.532,75.03699999999999,-39.531,30.594,0
2002,Amanda,Ace Troubleshooter,SOHYTAU12A8C13AA91,AR6OLCY1187FB4D0C0,4,0.9740000000000001,-6.756,99.06,0.9,6,0.032,0.891215558,0.01,0.022000000000000002,54.833999999999996,-32.056999999999995,170.612,-144.851,126.096,-184.562,382.042,-58.79600000000001,57.31399999999999,-75.437,246.69400000000002,-78.85300000000001,61.625,-45.351000000000006,125.23100000000001,-74.76100000000001,19.387,-74.135,69.035,-112.00200000000001,97.195,-40.368,34.501999999999995,0
2008,If You Want It,Lenny Kravitz,SOSJZAG12A81C20B8E,ARFA4301187B9AD04A,4,0.87,-6.48,79.607,0.782,9,0.981,0.5300970620000001,0.017,0.679,58.44,-72.304,217.785,-57.623000000000005,134.852,-145.628,237.924,-54.677,75.096,-72.92399999999999,158.679,-95.14200000000001,48.156000000000006,-87.96799999999999,103.126,-52.47,47.425,-57.031000000000006,71.09100000000001,-180.83700000000002,49.122,-41.563,52.763000000000005,0
2010,Whataya Want From Me,Adam Lambert,SOFOBLL13A9E22142F,ARIGTAO11FED0C4411,4,0.938,-15.557,95.904,0.929,11,0.602,0.42590947,0.004,15.599,47.851000000000006,-83.61399999999999,231.735,-125.176,192.713,-164.046,211.905,-54.926,113.781,-117.65299999999999,277.953,-80.263,76.12899999999999,-90.897,99.15,-69.346,56.233000000000004,-94.73299999999999,62.788999999999994,-102.87,65.328,-48.411,47.376000000000005,1
2010,We Are The World 25: For Haiti,Artists For Haiti,SOTEGEI13134389BC0,ARZAYIQ1275322AEE7,4,1.0,-6.218,75.018,0.23199999999999998,4,0.7090000000000001,0.711870928,0.008,0.0,58.297,-175.01,171.13,-93.289,169.863,-151.942,216.77200000000002,-81.595,108.28200000000001,-84.914,144.482,-86.55,92.991,-88.23899999999999,73.64,-66.116,70.95,-50.593,55.818999999999996,-108.325,51.494,-62.202,55.321000000000005,1
2010,Magic,B.o.B,SOCRJPX135FFE4F1AC,ARKQQZA12086C116FC,4,1.0,-4.281000000000001,82.54299999999999,0.948,6,0.018000000000000002,0.931892866,0.008,0.0,57.471000000000004,-113.3,173.53099999999998,-115.426,193.923,-171.55,155.595,-75.683,109.68,-104.72200000000001,154.292,-75.857,65.525,-116.78299999999999,86.738,-66.377,45.026,-51.316,76.215,-74.426,64.825,-60.809,45.137,1
2010,Airplanes,B.o.B,SOVWJTF13B346C89A9,ARKQQZA12086C116FC,4,1.0,-4.632,93.041,0.943,9,0.0,0.87592999,0.009000000000000001,8.04,57.416000000000004,-68.91,172.24200000000002,-85.425,111.132,-189.283,319.509,-57.92,106.09700000000001,-85.214,105.962,-58.391000000000005,62.698,-101.50299999999999,109.932,-58.905,41.963,-49.356,71.626,-110.71600000000001,50.365,-44.38399999999999,29.936,1
2010,Nothin' On You,B.o.B,SOWHVEZ13672C4B6A4,ARKQQZA12086C116FC,4,1.0,-4.31,104.015,1.0,10,0.45799999999999996,0.8848197809999999,0.006999999999999999,0.0,57.93600000000001,-140.194,207.768,-74.69,141.442,-367.30699999999996,131.14,-56.402,153.97899999999998,-99.25200000000001,199.285,-90.684,71.062,-86.82600000000001,80.755,-60.0,47.343,-68.064,55.141999999999996,-97.04700000000001,50.843999999999994,-51.398,43.50899999999999,1
2010,3,Britney Spears,SOIUHOE13730D0E5E8,AR03BDP1187FB5B324,4,1.0,-4.88,129.933,0.47600000000000003,1,0.429,0.658579365,0.004,32.417,56.879,-268.067,201.653,-111.426,171.515,-208.238,330.76199999999994,-45.841,116.226,-82.73200000000001,188.653,-113.553,81.334,-134.02,77.367,-58.482,74.102,-64.293,83.458,-198.739,91.06,-43.253,45.053999999999995,1
2010,Sexy Chick,David Guetta,SODMDAO12C0DD05691,ARH2QI91187FB3788D,4,0.26,-14.254000000000001,130.03,0.76,2,0.135,0.243849657,0.004,0.0,46.37,-211.229,206.54,-217.733,139.873,-260.149,260.212,-113.08,177.967,-105.484,217.916,-105.71600000000001,116.94,-82.789,124.57600000000001,-57.506,88.795,-69.124,98.67299999999999,-114.831,90.78399999999999,-95.046,53.523,1
2010,Find Your Love,Drake,SOJSITU13A9DF07483,ARODZUF11F4C841E1F,4,1.0,-18.975,98.87799999999999,0.8420000000000001,6,0.665,0.344353885,0.009000000000000001,11.907,44.57899999999999,-103.705,196.22,-159.121,98.662,-100.648,270.264,-46.026,133.721,-91.09200000000001,90.917,-84.225,72.589,-87.97399999999999,89.713,-64.631,53.243,-59.44,64.834,-82.02600000000001,80.115,-76.682,42.646,1
2010,Not Afraid,Eminem,SOIIUQK13ADC041444,ARTH9041187FB43E1F,4,0.965,-13.561,88.565,0.7040000000000001,0,0.318,0.696182614,0.006999999999999999,12.440999999999999,48.44,-84.38,193.547,-166.11900000000003,146.069,-220.452,139.83100000000002,-52.25899999999999,116.319,-99.469,153.847,-90.098,70.442,-139.234,106.227,-71.297,52.595,-70.579,73.73100000000001,-101.861,48.166000000000004,-52.104,50.8,1
2010,Love the Way You Lie,Eminem,SOGGYLD13521E6CAAA,ARTH9041187FB43E1F,4,0.932,-4.248,86.98100000000001,1.0,10,0.96,0.9366908540000001,0.009000000000000001,0.005,58.732,-188.40200000000002,201.165,-95.846,213.422,-180.553,195.80700000000002,-76.18,154.495,-95.12700000000001,210.75099999999998,-109.27,108.02799999999999,-94.898,134.457,-87.587,47.772,-71.89,78.63,-85.449,57.681000000000004,-41.20399999999999,63.185,1
2010,I Like It,Enrique Iglesias,SOTCBEE13773EE48E2,ARDCFNZ1187FB3DDB0,4,1.0,-3.0189999999999997,129.016,1.0,10,0.503,0.947919927,0.006,0.608,58.729,-12.693,246.65900000000002,-116.258,181.859,-124.19200000000001,85.40100000000001,-68.459,142.105,-131.911,133.42700000000002,-127.08200000000001,73.57300000000001,-97.464,92.245,-60.043,55.163000000000004,-69.968,63.781000000000006,-68.881,159.901,-64.218,55.857,1
2010,Like A G6,Far*East Movement,SOBXFEE13800C37981,ARQOG1Y1187B99BF80,4,0.507,-4.198,127.92200000000001,0.547,8,0.039,0.824520148,0.008,0.0,54.648,-171.967,222.463,-178.438,187.209,-120.181,405.74800000000005,-111.243,146.374,-84.18799999999999,204.71900000000002,-98.445,118.413,-113.91799999999999,98.052,-118.971,56.143,-72.509,103.538,-131.352,115.319,-47.208,62.278999999999996,1
2010,Club Can't Handle Me,Flo Rida,SOFRWVM137AD74902E,AR1IJ1Z11C8A41500D,4,0.0,-6.032,127.99600000000001,0.637,4,0.257,0.9143796259999999,0.004,30.546,53.106,-148.305,247.771,-114.37799999999999,183.696,-189.365,173.185,-85.28299999999999,120.20299999999999,-123.131,138.76,-76.104,102.67299999999999,-92.315,85.53399999999999,-47.755,67.917,-62.613,86.90700000000001,-52.256,70.169,-59.943000000000005,54.583,1
2010,Teenage Dream,Glee Cast,SOTUPKC12CA7A4C882,ARHMGTX1241B9C4D5C,4,0.9570000000000001,-6.263999999999999,120.01100000000001,0.8759999999999999,0,0.584,0.537832696,0.006,0.624,56.445,-136.619,247.042,-161.374,207.753,-210.386,369.293,-45.696999999999996,145.406,-72.14699999999999,115.34,-95.29899999999999,64.38,-144.714,118.94200000000001,-72.695,39.664,-55.989,97.73299999999999,-91.631,47.133,-54.298,51.372,1
2010,Replay,Iyaz,SOLBHSF137536897A8,ARSAYWT124BAE72FBB,4,0.861,-7.2379999999999995,94.553,0.581,9,0.304,0.746315992,0.003,30.6,56.004,-71.742,206.447,-105.206,173.584,-320.55400000000003,176.976,-50.73,120.17200000000001,-80.51100000000001,239.247,-109.429,99.71799999999999,-119.63,73.127,-71.893,62.708,-67.417,77.161,-76.40100000000001,52.386,-68.736,31.385,1
2010,Ridin' Solo,Jason Derulo,SOKNEFC13740F2312E,ARICFET123E29C2452,4,1.0,-3.2060000000000004,89.727,0.636,9,0.8390000000000001,0.862571359,0.005,26.019000000000002,58.905,-48.718,260.198,-181.065,168.422,-129.774,374.644,-72.178,140.408,-241.062,67.10300000000001,-100.366,74.786,-94.81200000000001,98.588,-73.319,45.153999999999996,-83.473,73.328,-149.389,25.874000000000002,-60.331,58.278999999999996,1
2010,In My Head,Jason Derulo,SOEAHTQ12AF72A7494,ARICFET123E29C2452,4,1.0,-4.746,120.012,0.973,7,0.033,0.756890217,0.004,35.985,57.893,-32.416,231.40200000000002,-110.583,189.771,-132.194,128.713,-78.209,119.99700000000001,-80.217,154.06,-87.3,70.52199999999999,-108.279,80.021,-66.742,58.501999999999995,-43.489,74.486,-88.574,47.876000000000005,-59.958999999999996,58.74100000000001,1
2010,Whatcha Say,Jason Derulo,SOZWVBZ1374C5B0AA4,ARICFET123E29C2452,4,1.0,-15.040999999999999,143.86700000000002,0.544,6,0.8220000000000001,0.427167188,0.009000000000000001,22.261,46.232,-73.612,192.61,-129.059,152.99200000000002,-117.617,137.816,-78.179,118.244,-78.883,99.383,-87.679,84.821,-97.15899999999999,65.54,-60.321000000000005,54.048,-60.043,88.12,-80.311,52.901,-78.721,47.388000000000005,1
2010,Down,Jay Sean,SOLGYIW13777609C0D,AR9B7FG1187B9A5C96,4,0.987,-5.061,131.85399999999998,0.718,2,0.643,0.696117137,0.004,0.0,56.82,-70.822,300.71,-134.57,124.412,-139.245,169.044,-74.892,94.52799999999999,-110.015,140.621,-97.632,66.35300000000001,-89.538,92.476,-80.023,65.905,-92.117,84.751,-76.27199999999999,49.93,-67.922,47.25,1
2010,Do You Remember,Jay Sean,SOWVFCI13B1C87B2DD,AR9B7FG1187B9A5C96,4,1.0,-16.985,129.66299999999998,0.8,11,0.001,0.354291765,0.004,14.655,45.938,-147.659,189.50099999999998,-157.503,146.952,-160.616,221.982,-55.644,120.47399999999999,-105.029,140.30100000000002,-92.69,66.444,-62.126000000000005,82.411,-60.441,63.901,-47.96,68.65,-94.384,54.577,-67.208,32.375,1
2010,Empire State Of Mind,Jay-Z + Alicia Keys,SOFWUZE13ADC055E09,ARVDUQX13925F19B58,4,1.0,-13.364,89.295,0.878,10,0.003,0.7072013779999999,0.01,13.175999999999998,49.783,-153.798,243.832,-170.238,147.862,-144.216,267.997,-49.031000000000006,115.456,-130.787,243.47299999999998,-99.479,72.149,-86.568,131.908,-72.586,58.184,-67.436,105.53200000000001,-104.82799999999999,53.831,-47.282,66.918,1
2010,Young Forever,Jay-Z + Mr. Hudson,SOWIARE13A94BE32A5,ARJPIFW13B11B835B3,4,0.841,-13.86,72.348,0.292,9,0.698,0.45631599799999994,0.005,8.099,48.62,-137.71,200.204,-101.514,189.21599999999998,-142.995,125.44,-59.853,101.023,-84.743,99.109,-66.663,76.506,-92.493,107.557,-62.809,54.336000000000006,-65.655,102.73,-73.457,48.407,-62.82,49.839,1
2010,Baby,Justin Bieber,SOFZRGG13AEB3170A9,ARFCWSZ123526A0AFD,4,1.0,-17.817,66.946,0.0,5,0.139,0.455089246,0.002,8.548,44.733000000000004,-83.87,240.312,-166.717,179.482,-122.01899999999999,257.26099999999997,-68.33,119.314,-162.418,121.79899999999999,-134.41299999999998,88.881,-66.903,77.986,-55.742,66.431,-41.497,63.743,-79.58800000000001,59.922,-57.701,53.223,1
2010,Teenage Dream,Katy Perry,SOEGVCH139E0A85766,AR0IVTL1187B9AD520,4,1.0,-16.322,123.613,0.91,10,0.675,0.45309084899999996,0.013000000000000001,8.431000000000001,46.576,-181.613,172.08700000000002,-88.37,147.69,-142.356,116.176,-51.453,119.697,-89.35799999999999,247.388,-97.488,97.90100000000001,-82.72,77.069,-54.897,55.818000000000005,-47.383,114.395,-93.711,52.318999999999996,-47.784,54.44,1
2010,California Gurls,Katy Perry,SOASDXQ137339026A9,AR0IVTL1187B9AD520,4,1.0,-3.908,124.99,0.6659999999999999,0,0.48200000000000004,0.732275494,0.004,0.313,59.576,-229.24200000000002,258.069,-172.105,141.67600000000002,-180.43599999999998,209.84099999999998,-61.82899999999999,102.976,-125.705,216.668,-131.717,106.47,-75.671,137.52700000000002,-64.722,50.763000000000005,-66.697,67.221,-103.634,69.931,-54.085,48.169,1
2010,Take It Off,Ke$ha,SOTDWYS1373FF285D2,ARORMBJ1241B9CDB1A,4,1.0,-9.102,127.984,1.0,5,0.5539999999999999,0.577184378,0.003,29.084,54.104,-160.363,222.989,-170.426,129.421,-235.956,211.325,-85.95299999999999,102.758,-126.311,273.39599999999996,-74.725,73.406,-73.29899999999999,67.23100000000001,-47.508,72.734,-55.059,63.518,-134.534,45.781000000000006,-45.516000000000005,55.37,1
2010,Your Love Is My Drug,Ke$ha,SOSZUJK1373FF2881C,ARORMBJ1241B9CDB1A,4,1.0,-9.293,122.266,0.586,6,0.674,0.562256634,0.001,0.0,52.72,-169.017,215.903,-146.416,132.486,-188.483,179.947,-69.108,92.537,-129.44799999999998,174.5,-114.345,100.618,-103.119,96.92200000000001,-51.833,54.342,-49.818999999999996,110.337,-144.351,70.711,-73.619,48.213,1
2010,TiK ToK,Ke$ha,SOHUAQS1373FF2D8C8,ARORMBJ1241B9CDB1A,4,0.634,-4.479,120.042,0.8079999999999999,2,0.597,0.798444362,0.005,0.0,57.681000000000004,-97.89299999999999,213.65200000000002,-154.33,165.50900000000001,-245.93900000000002,158.785,-44.065,134.692,-113.55799999999999,153.47899999999998,-119.09700000000001,54.739,-116.337,104.42,-78.15100000000001,57.105,-61.558,96.85600000000001,-114.21700000000001,70.825,-40.897,67.639,1
2010,Blah Blah Blah,Ke$ha,SOCJFLJ13753898C42,ARORMBJ1241B9CDB1A,4,0.5720000000000001,-4.771,127.963,0.723,0,0.222,0.930825143,0.006999999999999999,23.609,54.663999999999994,-143.404,194.359,-141.755,166.41299999999998,-339.0,357.86300000000006,-86.06200000000001,141.914,-194.676,247.108,-114.404,89.272,-94.572,99.745,-68.265,78.10300000000001,-82.333,96.465,-86.935,110.639,-48.677,56.843999999999994,1
2010,Bulletproof,La Roux,SOPEQSZ13740FDBA1E,ARD6VHG11C8A414FC6,1,1.0,-5.0489999999999995,84.911,0.261,1,0.501,0.878173895,0.005,25.485,58.495,-108.059,149.84799999999998,-157.162,111.461,-175.22,89.25200000000001,-60.56100000000001,79.152,-93.463,71.44800000000001,-64.866,80.774,-67.252,71.494,-67.294,43.074,-52.108000000000004,41.668,-65.415,106.661,-47.643,71.85,1
2010,Need You Now,Lady Antebellum,SOKLNZZ12AB0189411,ARFJXKQ119B86694AF,4,0.99,-5.018,107.90700000000001,0.9790000000000001,4,0.5710000000000001,0.677653834,0.009000000000000001,8.749,58.47,-137.899,176.85299999999998,-141.3,127.053,-220.50099999999998,134.982,-64.337,117.601,-90.84200000000001,85.59200000000001,-61.943999999999996,78.253,-77.873,103.71799999999999,-66.331,47.192,-66.833,64.273,-56.881,44.59,-54.486999999999995,40.02,1
2010,Telephone,Lady Gaga,SOGSCZI13738EC8247,ARX6TAQ11C8A415850,3,1.0,-18.451,83.98299999999999,0.179,3,0.0,0.500096776,0.002,0.0,41.93600000000001,-69.447,171.13,-140.131,117.61399999999999,-102.76899999999999,281.16900000000004,-56.086999999999996,114.1,-84.01100000000001,106.102,-102.306,108.12,-84.273,73.464,-52.265,70.17,-57.998999999999995,102.465,-78.421,85.556,-77.973,58.685,1
2010,Alejandro,Lady Gaga,SOOPQFK1373D0E1C2F,ARX6TAQ11C8A415850,4,0.7140000000000001,-7.595,136.825,0.16399999999999998,11,0.363,0.95843244,0.005,0.006999999999999999,54.498999999999995,-193.03,260.107,-86.09100000000001,189.435,-112.75299999999999,110.525,-87.915,106.64399999999999,-117.912,38.168,-76.005,78.038,-58.456,62.368,-85.554,62.401,-42.698,60.608999999999995,-74.075,64.515,-49.556000000000004,43.507,1
2010,Bad Romance,Lady Gaga,SOWPBHM13740123DE4,ARX6TAQ11C8A415850,4,0.7659999999999999,-5.28,121.12299999999999,0.757,9,0.20600000000000002,0.9646445109999999,0.01,28.933000000000003,57.919,-52.93,188.946,-121.42399999999999,194.65400000000002,-319.608,124.89200000000001,-88.38600000000001,119.03,-112.415,217.453,-82.697,101.54299999999999,-99.65100000000001,89.98299999999999,-89.64399999999999,41.225,-54.354,76.439,-86.59899999999999,48.143,-47.715,56.982,1
2010,Right Above It,Lil Wayne,SOGEXCP135C23B66BC,ARUDYKB11F4C83C269,4,0.9620000000000001,-4.875,75.988,0.433,11,0.018000000000000002,0.8337178670000001,0.004,6.468,57.181999999999995,-36.468,386.01300000000003,-111.036,139.82399999999998,-210.81799999999998,156.905,-43.391999999999996,141.387,-79.196,83.008,-112.244,69.845,-91.446,100.131,-61.257,41.83,-51.863,63.472,-84.70299999999999,40.672,-70.747,43.031000000000006,1
2010,How Low,Ludacris,SOPHHLR13AC677CD97,AR7NPRY1187B9ADE15,5,1.0,-8.93,94.007,0.418,1,0.873,0.431417646,0.001,35.832,54.452,-57.428999999999995,263.3,-177.81799999999998,243.858,-217.195,178.118,-79.093,173.166,-100.119,172.705,-119.11399999999999,94.601,-103.06299999999999,68.398,-76.124,58.012,-96.679,101.325,-99.096,58.04,-55.755,48.412,1
2010,Cooler Than Me,Mike Posner,SORPXDS1377553CFE9,AREHKZU122E5C4FC81,4,1.0,-4.744,129.026,0.505,10,0.0,0.489382252,0.006,0.0,57.633,-142.305,474.166,-272.039,130.739,-173.88400000000001,354.13199999999995,-75.33,184.35,-117.235,350.936,-125.167,70.426,-124.536,147.532,-62.982,54.281000000000006,-71.43,105.319,-137.774,66.612,-47.363,49.84,1
2010,Can't Be Tamed,Miley Cyrus,SOBSNTF13B1C87D28E,ARYAVBS1187FB5B46C,4,1.0,-15.745999999999999,120.446,0.626,9,0.009000000000000001,0.586531492,0.017,29.378,47.196000000000005,-68.403,271.332,-125.92200000000001,134.482,-98.295,140.77200000000002,-61.125,98.976,-73.058,109.54700000000001,-87.809,84.488,-89.51799999999999,74.334,-65.612,38.269,-85.15799999999999,65.99,-67.756,27.194000000000003,-64.807,43.501999999999995,1
2010,Party In The U.S.A.,Miley Cyrus,SOYRJOA13B11B9041E,ARYAVBS1187FB5B46C,4,1.0,-16.033,98.98200000000001,0.42,10,0.175,0.410383801,0.002,14.929,47.256,-145.24,215.61900000000003,-106.529,162.346,-189.99599999999998,205.021,-59.498000000000005,137.094,-110.117,243.644,-112.182,88.581,-52.756,63.068000000000005,-37.125,63.72,-45.203,78.766,-114.54700000000001,43.723,-53.205,54.278,1
2010,Fireflies,Owl City,SOUHPJB13ADBFFD9C3,AR0WLH6119B8669027,4,0.9309999999999999,-18.597,94.915,0.81,3,0.262,0.367873268,0.001,10.672,46.06,-114.08200000000001,203.47400000000002,-154.345,187.14700000000002,-131.336,199.94799999999998,-63.031000000000006,177.94,-117.777,144.709,-76.23899999999999,97.49799999999999,-102.315,104.898,-69.367,45.449,-74.37100000000001,88.029,-112.625,51.674,-53.593,68.805,1
2010,Rude Boy,Rihanna,SOQOZYO1375BD066E7,ARKU3Z61187FB51DCA,4,0.247,-8.025,79.36,0.43799999999999994,8,0.218,0.903359648,0.006999999999999999,0.332,54.46,15.702,254.264,-183.213,119.943,-84.73200000000001,79.515,-45.611999999999995,161.145,-100.48,37.763000000000005,-90.406,72.092,-46.428999999999995,68.39,-55.006,55.994,-57.631,65.18,-64.96600000000001,36.0,-51.887,46.46,1
2010,Hard,Rihanna,SOLSQLC13731ABDE72,ARKU3Z61187FB51DCA,4,1.0,-5.973,130.054,0.894,11,0.684,0.88157184,0.006,0.349,56.536,-106.587,281.82099999999997,-187.247,226.528,-250.505,273.72,-74.642,127.575,-154.622,141.457,-74.038,95.87299999999999,-109.79899999999999,100.552,-62.638999999999996,54.53,-85.89,82.944,-160.967,50.229,-66.59100000000001,66.126,1
2010,Dynamite,Taio Cruz,SOCNDCQ137377B9095,AREBTNS1187FB3CE6D,4,1.0,-6.112,123.036,0.9,11,0.44,0.834467168,0.006,23.846999999999998,55.681000000000004,-59.663000000000004,162.32,-100.54299999999999,199.785,-151.162,269.112,-75.167,116.083,-121.26299999999999,310.565,-76.78399999999999,102.74799999999999,-59.41,74.278,-65.384,29.412,-49.417,66.572,-168.28799999999998,63.873000000000005,-59.523999999999994,42.221000000000004,1
